folder,file,frames_processed,features_computed,output_path
CalMS21_supplemental,1915789767.parquet,116298,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1915789767_features.parquet
CalMS21_supplemental,1917012134.parquet,485744,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1917012134_features.parquet
CalMS21_supplemental,1952344815.parquet,369922,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1952344815_features.parquet
CalMS21_supplemental,1954031391.parquet,282436,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1954031391_features.parquet
CalMS21_supplemental,1962858066.parquet,126084,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1962858066_features.parquet
CalMS21_supplemental,1970018431.parquet,269010,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1970018431_features.parquet
CalMS21_supplemental,1980223276.parquet,370930,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1980223276_features.parquet
CalMS21_supplemental,1984570060.parquet,145558,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1984570060_features.parquet
CalMS21_supplemental,1988640923.parquet,359982,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1988640923_features.parquet
CalMS21_supplemental,199044781.parquet,232932,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/199044781_features.parquet
CalMS21_supplemental,1991863389.parquet,153174,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/1991863389_features.parquet
CalMS21_supplemental,2010437126.parquet,388766,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2010437126_features.parquet
CalMS21_supplemental,2017225429.parquet,261982,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2017225429_features.parquet
CalMS21_supplemental,2030380897.parquet,369180,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2030380897_features.parquet
CalMS21_supplemental,2032102979.parquet,226100,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2032102979_features.parquet
CalMS21_supplemental,2034534324.parquet,267974,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2034534324_features.parquet
CalMS21_supplemental,204814054.parquet,69258,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/204814054_features.parquet
CalMS21_supplemental,2050459549.parquet,245882,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2050459549_features.parquet
CalMS21_supplemental,2057608448.parquet,239330,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2057608448_features.parquet
CalMS21_supplemental,206411405.parquet,375046,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/206411405_features.parquet
CalMS21_supplemental,2071350962.parquet,88452,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2071350962_features.parquet
CalMS21_supplemental,2084840600.parquet,361116,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2084840600_features.parquet
CalMS21_supplemental,2103676486.parquet,374710,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2103676486_features.parquet
CalMS21_supplemental,2109429295.parquet,277046,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2109429295_features.parquet
CalMS21_supplemental,211473435.parquet,249578,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/211473435_features.parquet
CalMS21_supplemental,2118799217.parquet,499436,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2118799217_features.parquet
CalMS21_supplemental,2121861703.parquet,102396,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2121861703_features.parquet
CalMS21_supplemental,2122787540.parquet,247184,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2122787540_features.parquet
CalMS21_supplemental,2131370806.parquet,387534,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2131370806_features.parquet
CalMS21_supplemental,2137179735.parquet,107562,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2137179735_features.parquet
CalMS21_supplemental,2143302778.parquet,240548,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/2143302778_features.parquet
CalMS21_supplemental,229613936.parquet,273574,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/229613936_features.parquet
CalMS21_supplemental,247581397.parquet,398510,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/247581397_features.parquet
CalMS21_supplemental,257443481.parquet,411138,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/257443481_features.parquet
CalMS21_supplemental,270605934.parquet,159502,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/270605934_features.parquet
CalMS21_supplemental,283078835.parquet,240996,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/283078835_features.parquet
CalMS21_supplemental,287957149.parquet,76146,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/287957149_features.parquet
CalMS21_supplemental,29204526.parquet,99596,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/29204526_features.parquet
CalMS21_supplemental,292722123.parquet,127708,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/292722123_features.parquet
CalMS21_supplemental,293032904.parquet,442890,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/293032904_features.parquet
CalMS21_supplemental,293971737.parquet,379134,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/293971737_features.parquet
CalMS21_supplemental,29829833.parquet,250572,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/29829833_features.parquet
CalMS21_supplemental,298840331.parquet,80794,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/298840331_features.parquet
CalMS21_supplemental,304455631.parquet,102228,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/304455631_features.parquet
CalMS21_supplemental,311944917.parquet,136304,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/311944917_features.parquet
CalMS21_supplemental,31444359.parquet,154868,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/31444359_features.parquet
CalMS21_supplemental,318716558.parquet,355390,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/318716558_features.parquet
CalMS21_supplemental,320652992.parquet,225246,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/320652992_features.parquet
CalMS21_supplemental,321538526.parquet,193060,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/321538526_features.parquet
CalMS21_supplemental,324704866.parquet,85554,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/324704866_features.parquet
CalMS21_supplemental,35021334.parquet,368004,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/35021334_features.parquet
CalMS21_supplemental,352625654.parquet,367626,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/352625654_features.parquet
CalMS21_supplemental,358516464.parquet,357210,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/358516464_features.parquet
CalMS21_supplemental,379027684.parquet,370762,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/379027684_features.parquet
CalMS21_supplemental,379641005.parquet,53578,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/379641005_features.parquet
CalMS21_supplemental,397643142.parquet,71232,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/397643142_features.parquet
CalMS21_supplemental,398952794.parquet,71652,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/398952794_features.parquet
CalMS21_supplemental,40742782.parquet,229222,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/40742782_features.parquet
CalMS21_supplemental,40750804.parquet,519946,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/40750804_features.parquet
CalMS21_supplemental,416793024.parquet,143388,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/416793024_features.parquet
CalMS21_supplemental,419242179.parquet,506730,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/419242179_features.parquet
CalMS21_supplemental,423087515.parquet,251734,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/423087515_features.parquet
CalMS21_supplemental,42319786.parquet,196238,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/42319786_features.parquet
CalMS21_supplemental,427319973.parquet,166096,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/427319973_features.parquet
CalMS21_supplemental,427774009.parquet,239638,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/427774009_features.parquet
CalMS21_supplemental,436212660.parquet,492002,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/436212660_features.parquet
CalMS21_supplemental,446352765.parquet,84784,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/446352765_features.parquet
CalMS21_supplemental,452068803.parquet,505148,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/452068803_features.parquet
CalMS21_supplemental,455337890.parquet,146356,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/455337890_features.parquet
CalMS21_supplemental,456109830.parquet,374122,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/456109830_features.parquet
CalMS21_supplemental,461440057.parquet,509502,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/461440057_features.parquet
CalMS21_supplemental,467701507.parquet,235732,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/467701507_features.parquet
CalMS21_supplemental,48387399.parquet,124600,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/48387399_features.parquet
CalMS21_supplemental,495791948.parquet,495390,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/495791948_features.parquet
CalMS21_supplemental,501836189.parquet,162974,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/501836189_features.parquet
CalMS21_supplemental,502201747.parquet,363314,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/502201747_features.parquet
CalMS21_supplemental,506737762.parquet,90622,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/506737762_features.parquet
CalMS21_supplemental,512573715.parquet,252910,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/512573715_features.parquet
CalMS21_supplemental,518945549.parquet,374262,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/518945549_features.parquet
CalMS21_supplemental,518985954.parquet,256032,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/518985954_features.parquet
CalMS21_supplemental,52039908.parquet,122584,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/52039908_features.parquet
CalMS21_supplemental,522883468.parquet,74788,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/522883468_features.parquet
CalMS21_supplemental,531583938.parquet,288288,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/531583938_features.parquet
CalMS21_supplemental,531669534.parquet,239316,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/531669534_features.parquet
CalMS21_supplemental,537555916.parquet,500640,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/537555916_features.parquet
CalMS21_supplemental,54306566.parquet,71036,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/54306566_features.parquet
CalMS21_supplemental,543628016.parquet,362376,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/543628016_features.parquet
CalMS21_supplemental,544047008.parquet,503874,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/544047008_features.parquet
CalMS21_supplemental,550605327.parquet,360304,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/550605327_features.parquet
CalMS21_supplemental,552808855.parquet,264166,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/552808855_features.parquet
CalMS21_supplemental,553713693.parquet,55818,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/553713693_features.parquet
CalMS21_supplemental,560149373.parquet,248094,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/560149373_features.parquet
CalMS21_supplemental,56352203.parquet,78078,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/56352203_features.parquet
CalMS21_supplemental,564614304.parquet,360234,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/564614304_features.parquet
CalMS21_supplemental,566896495.parquet,376894,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/566896495_features.parquet
CalMS21_supplemental,571702992.parquet,279034,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/571702992_features.parquet
CalMS21_supplemental,577041568.parquet,77994,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/577041568_features.parquet
CalMS21_supplemental,583997490.parquet,247800,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/583997490_features.parquet
CalMS21_supplemental,591324785.parquet,93968,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/591324785_features.parquet
CalMS21_supplemental,598974879.parquet,170800,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/598974879_features.parquet
CalMS21_supplemental,605925180.parquet,169330,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/605925180_features.parquet
CalMS21_supplemental,616524351.parquet,344246,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/616524351_features.parquet
CalMS21_supplemental,629313314.parquet,490014,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/629313314_features.parquet
CalMS21_supplemental,64642705.parquet,170548,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/64642705_features.parquet
CalMS21_supplemental,650064423.parquet,394170,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/650064423_features.parquet
CalMS21_supplemental,672951482.parquet,253582,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/672951482_features.parquet
CalMS21_supplemental,680884492.parquet,140504,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/680884492_features.parquet
CalMS21_supplemental,685535880.parquet,110544,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/685535880_features.parquet
CalMS21_supplemental,695462600.parquet,500528,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/695462600_features.parquet
CalMS21_supplemental,708536757.parquet,362152,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/708536757_features.parquet
CalMS21_supplemental,716655035.parquet,277760,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/716655035_features.parquet
CalMS21_supplemental,720733765.parquet,262220,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/720733765_features.parquet
CalMS21_supplemental,72488788.parquet,216510,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/72488788_features.parquet
CalMS21_supplemental,729100934.parquet,249242,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/729100934_features.parquet
CalMS21_supplemental,736444046.parquet,156282,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/736444046_features.parquet
CalMS21_supplemental,737848535.parquet,104720,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/737848535_features.parquet
CalMS21_supplemental,74402262.parquet,214480,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/74402262_features.parquet
CalMS21_supplemental,748397509.parquet,259252,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/748397509_features.parquet
CalMS21_supplemental,751868515.parquet,248178,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/751868515_features.parquet
CalMS21_supplemental,761253861.parquet,269990,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/761253861_features.parquet
CalMS21_supplemental,763575760.parquet,503188,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/763575760_features.parquet
CalMS21_supplemental,766946181.parquet,89656,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/766946181_features.parquet
CalMS21_supplemental,767129341.parquet,180236,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/767129341_features.parquet
CalMS21_supplemental,771126279.parquet,84882,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/771126279_features.parquet
CalMS21_supplemental,777923084.parquet,357350,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/777923084_features.parquet
CalMS21_supplemental,778173181.parquet,231126,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/778173181_features.parquet
CalMS21_supplemental,783482595.parquet,255066,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/783482595_features.parquet
CalMS21_supplemental,811059680.parquet,250264,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/811059680_features.parquet
CalMS21_supplemental,812315940.parquet,371392,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/812315940_features.parquet
CalMS21_supplemental,818194272.parquet,367836,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/818194272_features.parquet
CalMS21_supplemental,826874848.parquet,380744,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/826874848_features.parquet
CalMS21_supplemental,859466703.parquet,52164,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/859466703_features.parquet
CalMS21_supplemental,861175984.parquet,393414,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/861175984_features.parquet
CalMS21_supplemental,867664247.parquet,242452,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/867664247_features.parquet
CalMS21_supplemental,868794783.parquet,381122,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/868794783_features.parquet
CalMS21_supplemental,878542442.parquet,362824,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/878542442_features.parquet
CalMS21_supplemental,880329423.parquet,265202,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/880329423_features.parquet
CalMS21_supplemental,888737494.parquet,150864,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/888737494_features.parquet
CalMS21_supplemental,889801833.parquet,57876,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/889801833_features.parquet
CalMS21_supplemental,892931209.parquet,61222,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/892931209_features.parquet
CalMS21_supplemental,895050858.parquet,227220,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/895050858_features.parquet
CalMS21_supplemental,898612783.parquet,258286,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/898612783_features.parquet
CalMS21_supplemental,906511432.parquet,109410,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/906511432_features.parquet
CalMS21_supplemental,918178571.parquet,420826,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/918178571_features.parquet
CalMS21_supplemental,93380531.parquet,109928,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/93380531_features.parquet
CalMS21_supplemental,947901691.parquet,248990,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/947901691_features.parquet
CalMS21_supplemental,950513978.parquet,390236,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/950513978_features.parquet
CalMS21_supplemental,950827076.parquet,107268,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/950827076_features.parquet
CalMS21_supplemental,961477544.parquet,499492,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/961477544_features.parquet
CalMS21_supplemental,961918556.parquet,249032,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/961918556_features.parquet
CalMS21_supplemental,973541620.parquet,373926,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/973541620_features.parquet
CalMS21_supplemental,979756439.parquet,148652,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/979756439_features.parquet
CalMS21_supplemental,986093463.parquet,242704,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/986093463_features.parquet
CalMS21_supplemental,996373370.parquet,516656,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/996373370_features.parquet
CalMS21_supplemental,997548234.parquet,54586,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_supplemental/997548234_features.parquet
CalMS21_task1,1011533560.parquet,84434,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1011533560_features.parquet
CalMS21_task1,1036913557.parquet,163534,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1036913557_features.parquet
CalMS21_task1,1062887364.parquet,77728,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1062887364_features.parquet
CalMS21_task1,1087101060.parquet,62734,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1087101060_features.parquet
CalMS21_task1,1089428234.parquet,235830,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1089428234_features.parquet
CalMS21_task1,1094966159.parquet,144284,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1094966159_features.parquet
CalMS21_task1,1104241687.parquet,82684,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1104241687_features.parquet
CalMS21_task1,1184726818.parquet,70266,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1184726818_features.parquet
CalMS21_task1,1185502231.parquet,239428,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1185502231_features.parquet
CalMS21_task1,1236987558.parquet,92624,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1236987558_features.parquet
CalMS21_task1,1254792963.parquet,126770,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1254792963_features.parquet
CalMS21_task1,1283267722.parquet,44632,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1283267722_features.parquet
CalMS21_task1,1296577409.parquet,275100,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1296577409_features.parquet
CalMS21_task1,1311447023.parquet,106512,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1311447023_features.parquet
CalMS21_task1,1343953527.parquet,25676,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1343953527_features.parquet
CalMS21_task1,13638642.parquet,83790,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/13638642_features.parquet
CalMS21_task1,1377260232.parquet,96026,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1377260232_features.parquet
CalMS21_task1,1380404564.parquet,51240,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1380404564_features.parquet
CalMS21_task1,1391057636.parquet,158746,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1391057636_features.parquet
CalMS21_task1,1396235717.parquet,74046,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1396235717_features.parquet
CalMS21_task1,1401472494.parquet,22890,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1401472494_features.parquet
CalMS21_task1,1476380868.parquet,55482,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1476380868_features.parquet
CalMS21_task1,1495692909.parquet,243418,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1495692909_features.parquet
CalMS21_task1,1520739403.parquet,242424,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1520739403_features.parquet
CalMS21_task1,1522870122.parquet,257082,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1522870122_features.parquet
CalMS21_task1,1529875185.parquet,107800,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1529875185_features.parquet
CalMS21_task1,1561765718.parquet,18970,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1561765718_features.parquet
CalMS21_task1,1578732722.parquet,7308,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1578732722_features.parquet
CalMS21_task1,1640847308.parquet,107660,10,/home/rahuladhi/Desktop/AI/MABe/data/features_intermediate/CalMS21_task1/1640847308_features.parquet
